order_id,customer_unique_id,customer_state,customer_city,purchase_date,purchase_month,purchase_year,purchase_month_num,purchase_weekday,purchase_hour,order_item_count,total_items_price,total_freight,total_order_value,total_payment,primary_payment_type,max_installments,product_category_main,review_score,actual_delivery_days,delivery_delay_days,is_on_time,seller_state
006e05e81c068ddc38e48ebe189b922e,41e36b7ef606e5f8d7d85358fabbdd88,MG,santa luzia,2017-12-27 21:50:43,2017-12,2017,12,Wednesday,21,1.0,29.0,14.1,43.1,43.1,credit_card,1.0,watches_gifts,4.0,6.0,-21.0,True,SP
006f7dfffe2d90809598e8f1972b829b,34acad212e30cd0d511be1034e2f9821,SP,serrana,2018-03-22 22:52:46,2018-03,2018,3,Thursday,22,1.0,39.85,12.79,52.64,52.64,credit_card,3.0,health_beauty,2.0,13.0,-6.0,True,SP
0071ee2429bc1efdc43aa3e073a5290e,d462d9e30ff3df8b64ade2aac3cafc7a,SP,sao paulo,2018-01-22 11:08:15,2018-01,2018,1,Monday,11,1.0,179.98,12.46,192.44,192.44,voucher,1.0,housewares,4.0,9.0,-15.0,True,SP
0079bca8e89bd52fdb87408e4f3fb94d,9bc0afc85b2f40c797f96f7911397708,SP,sao paulo,2018-05-03 18:55:20,2018-05,2018,5,Thursday,18,1.0,49.9,7.39,57.29,57.29,boleto,1.0,sports_leisure,5.0,5.0,-10.0,True,SP
007beb35f98c075747e6fc4fd1c0cb73,539a46fd0fe17b457ea27dacf709c406,RJ,rio de janeiro,2017-09-23 08:32:53,2017-09,2017,9,Saturday,8,1.0,64.9,18.69,83.59,83.59,credit_card,2.0,bed_bath_table,4.0,11.0,-16.0,True,DF
0080eebb288dba1857ccf048dfe6bdfe,1024d89da874e3e84179752404838ab0,PR,curitiba,2017-08-11 17:43:46,2017-08,2017,8,Friday,17,1.0,7.0,14.1,21.1,21.1,voucher,1.0,telephony,3.0,7.0,-19.0,True,SP
00858d03144cc35cfd1dd043647e7c88,89ec7229219bb8b0c1d0da3b74977e23,RS,gravatai,2018-03-14 22:53:09,2018-03,2018,3,Wednesday,22,1.0,165.0,19.03,184.03,184.03,credit_card,1.0,home_appliances,4.0,8.0,-34.0,True,SP
0087889a1c836be17f58afd7f1729a4a,a2dbc98e10ce1a8a3a0c98b4b41ef63c,SP,campinas,2017-10-23 11:03:27,2017-10,2017,10,Monday,11,1.0,259.0,10.63,269.63,269.63,credit_card,3.0,perfumery,5.0,1.0,-10.0,True,SP
008ce8764db2e397e153000e017475b6,00fb957ae14ffd35a3211d8aa6d9cf9c,SP,sao paulo,2018-05-18 20:42:47,2018-05,2018,5,Friday,20,1.0,43.49,27.39,70.88,70.88,credit_card,3.0,health_beauty,5.0,5.0,-5.0,True,SP
008cfe221ab054c89bc31720098cca51,3b25730ea4e83eae8c0e90b100dde51d,SP,sao paulo,2018-08-08 07:52:21,2018-08,2018,8,Wednesday,7,1.0,109.99,36.85,146.84,146.84,credit_card,4.0,bed_bath_table,3.0,6.0,-6.0,True,SP
008eaf9004164883520d0bd32b107261,b7eccb8247dce2f986bc667143eb475e,RJ,rio de janeiro,2017-07-10 20:42:56,2017-07,2017,7,Monday,20,1.0,135.9,21.44,157.34,157.34,boleto,1.0,housewares,5.0,10.0,-18.0,True,MG
0094d4660e323945f84f5c29eb348aae,576a1f3bd1b073f5a84b23075a37b90e,SC,papanduva,2018-01-24 22:05:42,2018-01,2018,1,Wednesday,22,1.0,269.99,39.41,309.4,309.4,credit_card,8.0,sports_leisure,5.0,11.0,-18.0,True,RJ
009905140e9f8cc35d5be897937381db,55c30000d759e95fa8d94da28ecd3288,GO,goiania,2018-03-15 12:33:45,2018-03,2018,3,Thursday,12,2.0,79.98,36.46,116.44,116.44,credit_card,10.0,bed_bath_table,5.0,13.0,-14.0,True,SP
009e11afa25aa95ae78e60a793995c9b,b3c1bc5b24affd7cfb96752860b44640,AM,manaus,2017-10-19 23:56:16,2017-10,2017,10,Thursday,23,1.0,30.99,34.15,65.14,65.14,credit_card,1.0,garden_tools,5.0,11.0,-38.0,True,SP
00a3a334aec7455a6d3319981499a3da,a3b14b09ee78619350083da5c35f0193,SP,francisco morato,2017-10-25 11:00:28,2017-10,2017,10,Wednesday,11,1.0,24.5,11.85,36.35,36.35,credit_card,3.0,consoles_games,5.0,10.0,-9.0,True,SP
00b6e66f005a657a6b13eedcacdf9342,6ac4c2b8476a9b14dc824e2cda804dfc,RJ,macae,2018-08-11 10:47:05,2018-08,2018,8,Saturday,10,2.0,398.0,79.32,477.32,477.32,credit_card,8.0,telephony,1.0,10.0,-10.0,True,BA
00bbc4179554524748f77763ddd62266,a15630ebd61b2a42d78cb93fbebeda88,SP,sao paulo,2017-08-08 21:04:16,2017-08,2017,8,Tuesday,21,1.0,89.99,7.88,97.87,97.87,boleto,1.0,health_beauty,4.0,5.0,-9.0,True,SP
00bd8cf08fa3998ea6ad6d16c2165822,4cfea1c0d66ed41b769d78040e59fa73,MG,tocantins,2017-12-01 10:47:44,2017-12,2017,12,Friday,10,1.0,21.8,12.48,34.28,34.28,credit_card,1.0,sports_leisure,5.0,4.0,-21.0,True,MG
00bdcdda88e6b02977fc6ce3d412c600,1148e7e1daf6d2378b814e90506e9d26,RJ,rio de janeiro,2018-06-12 09:51:55,2018-06,2018,6,Tuesday,9,1.0,118.9,18.93,137.83,137.83,credit_card,1.0,watches_gifts,5.0,6.0,-36.0,True,MG
00c405bd71187154a7846862f585a9d4,58b051c30d684ac12a2049a49c856203,BA,feira de santana,2017-10-23 14:59:46,2017-10,2017,10,Monday,14,1.0,29.9,16.79,46.69,46.69,credit_card,1.0,health_beauty,1.0,8.0,-17.0,True,ES
00c42b1633c1b2fa4e937bf312466561,1f90117a847636892e3c5bf569f2ac68,SC,imbituba,2018-01-13 13:52:54,2018-01,2018,1,Saturday,13,1.0,39.9,15.1,55.0,55.0,credit_card,5.0,furniture_decor,5.0,26.0,-7.0,True,SP
00c62d05602c1ca8164b98746d127fa8,74e18f891a58daf76d6bc822b0dec66f,GO,goiania,2018-06-03 11:10:53,2018-06,2018,6,Sunday,11,1.0,110.0,18.35,128.35,128.35,boleto,1.0,industry_commerce_and_business,4.0,9.0,-30.0,True,SP
00c826c901ab01b6f598a8f0c9b56b82,b9b70004b9682db7a07defb7ab1b475d,SP,sao paulo,2018-04-20 10:24:13,2018-04,2018,4,Friday,10,1.0,79.0,13.91,92.91,92.91,credit_card,1.0,stationery,5.0,12.0,-16.0,True,SP
00cb9736c0b43d6c1e2fbb2b88e69f6a,d53adc63203c98ec017241bb7571b429,PE,camaragibe,2018-01-29 10:23:47,2018-01,2018,1,Monday,10,1.0,99.9,26.84,126.74,126.74,credit_card,2.0,auto,5.0,18.0,-17.0,True,SP
00d29386638bbfd1331a2cd7ab91b5b5,270b3b73305179f848bbc74e576f2808,SP,assis,2017-09-26 17:47:16,2017-09,2017,9,Tuesday,17,1.0,20.99,11.85,32.839999999999996,32.84,credit_card,1.0,telephony,5.0,8.0,-14.0,True,SP
00d831d5c3ea03b7cd6f883ad799c7e4,b813fe59b2d10fb59d5594ec8f91750e,SP,sao paulo,2018-03-12 11:56:58,2018-03,2018,3,Monday,11,1.0,128.9,9.26,138.16,138.16,credit_card,1.0,health_beauty,5.0,4.0,-9.0,True,SP
00d8d65b666158b633f96054d31af43b,34dd888b565982c76c7a9ee9dc41db4e,GO,anapolis,2017-10-13 19:57:48,2017-10,2017,10,Friday,19,1.0,94.9,35.98,130.88,130.88,boleto,1.0,cool_stuff,3.0,25.0,0.0,True,SC
00d94e8901b75ee0d6ef1f87f947b666,53f34954c078f5034197993c0e109b95,AL,arapiraca,2017-05-01 14:11:11,2017-05,2017,5,Monday,14,2.0,55.8,41.6,97.4,97.4,credit_card,9.0,computers_accessories,4.0,21.0,-13.0,True,MG
00e365f4fc03d1098841af23d05c17a6,2bb3ba4dc5cea88949645027d417b4d4,PR,cascavel,2018-08-20 09:40:45,2018-08,2018,8,Monday,9,1.0,175.0,19.33,194.33,194.33,credit_card,3.0,watches_gifts,5.0,9.0,-12.0,True,SP
00e5b655df1cc911466758210325c67c,a89fe4bf01e67497dd3b1aaa9a43f41d,MG,pouso alegre,2017-07-07 14:20:36,2017-07,2017,7,Friday,14,2.0,89.8,23.7,113.5,113.5,credit_card,1.0,toys,5.0,11.0,-13.0,True,SP
00e6bc6b166eb28b4502c1cad4457248,36928e3de80f63dad3bd1d0223b035fc,SP,osasco,2018-07-01 23:18:47,2018-07,2018,7,Sunday,23,1.0,132.9,19.03,151.93,151.93,credit_card,2.0,watches_gifts,5.0,3.0,-25.0,True,MG
00e7aeced1d61792368ec7bf8b967a90,c76c0ebec1c44b44dca88e42b23149f1,BA,salvador,2017-04-13 02:11:17,2017-04,2017,4,Thursday,2,1.0,36.85,21.85,58.7,58.7,boleto,1.0,health_beauty,4.0,21.0,-13.0,True,SP
00ea690fe8c5eba029a3884243a02352,9403bc2d1bc24edda854c1c389c14da1,GO,joviania,2017-11-25 01:49:52,2017-11,2017,11,Saturday,1,1.0,32.99,16.11,49.1,49.1,credit_card,4.0,furniture_decor,5.0,23.0,-8.0,True,SP
00f1cc7439ccb8671133776d1829faf5,ec4d3f58a02a9b6a80fdf59418416b5f,SP,rio claro,2017-11-22 22:07:04,2017-11,2017,11,Wednesday,22,4.0,139.96,37.36,177.32,177.32,boleto,1.0,toys,4.0,8.0,-3.0,True,SP
00f33ee62c15223679d3550e751c37cd,7d70830062fb69cd2b3f095aa6ad8fd0,DF,brasilia,2017-11-25 16:17:29,2017-11,2017,11,Saturday,16,1.0,39.5,15.11,54.61,54.61,credit_card,5.0,bed_bath_table,5.0,23.0,0.0,True,SP
00f5fbdc777e8198c1ee008122e28ae3,78f1426483887323ca6f074d0e76f3b6,RS,santo antonio do planalto,2017-07-29 17:43:24,2017-07,2017,7,Saturday,17,1.0,189.0,32.07,221.07,221.07,credit_card,5.0,furniture_decor,4.0,11.0,-14.0,True,SP
00f6dbc6195397197ee147ee45607a2c,466a171e9af288fa7c8d2e5d90c7f672,SP,jaboticabal,2017-05-01 17:23:57,2017-05,2017,5,Monday,17,1.0,49.9,14.52,64.42,64.42,boleto,1.0,telephony,5.0,15.0,-8.0,True,SC
00f7c5b41250e0126ced62d612ff4711,8a64013cee18edf9edbc21b0dd9acec4,PI,piripiri,2018-01-11 10:30:03,2018-01,2018,1,Thursday,10,1.0,45.0,35.67,80.67,80.67,boleto,1.0,sports_leisure,5.0,12.0,-22.0,True,SP
00fb055886536063afa0dbee07a0944f,696b9f2a7a5565a5b79d8490514d3f3e,RJ,rio de janeiro,2017-05-24 09:04:32,2017-05,2017,5,Wednesday,9,2.0,23.8,33.58,57.38,57.38,boleto,1.0,toys,5.0,8.0,-20.0,True,PR
00fc308dd7f0937682698becaa9dcc45,8e62db6f625288ad4792855f994abefd,MG,belo horizonte,2018-08-20 19:51:32,2018-08,2018,8,Monday,19,1.0,85.71,18.4,104.11,104.11,voucher,1.0,housewares,5.0,7.0,-9.0,True,SP
00fcf938cde49ae138942b632ed62393,5ac6468b01b29ea7238103d44092c65a,SC,faxinal dos guedes,2018-01-11 01:04:44,2018-01,2018,1,Thursday,1,1.0,29.5,20.84,50.34,50.34,boleto,1.0,cool_stuff,5.0,19.0,-10.0,True,SP
0101aea69a09e1aa32caa6dbaba98503,7c6afa006e0c76d40fe0dc6aacee2940,RJ,rio de janeiro,2018-05-26 13:07:51,2018-05,2018,5,Saturday,13,1.0,84.0,10.9,94.9,94.9,credit_card,8.0,home_confort,5.0,21.0,-33.0,True,SP
010a35dc7fc3808a03d243d2fd8c6e35,c90f4838718f64510792abce92a1a7b5,SP,guarulhos,2017-12-16 18:02:38,2017-12,2017,12,Saturday,18,1.0,122.99,9.06,132.04999999999998,132.05,debit_card,1.0,uncategorised,5.0,5.0,-14.0,True,SP
010ab3b1993057e91f825c672375a66d,e2340cef700ec4ec7e6a338976b1dc13,RJ,rio de janeiro,2017-02-20 08:19:21,2017-02,2017,2,Monday,8,1.0,139.9,15.15,155.05,155.05,credit_card,6.0,watches_gifts,5.0,10.0,-21.0,True,SP
010d14f76a229c295260e4ca4744acc7,258212f72c68bfd7d05ca8b3e59b5157,PR,curitiba,2017-12-01 19:46:28,2017-12,2017,12,Friday,19,1.0,27.9,16.79,44.69,44.69,credit_card,1.0,electronics,5.0,16.0,-11.0,True,MG
010ef5b0279d7512e7343cb775e423c0,293aacb301c260f3bdeadf8e108f9c8f,SP,barueri,2018-04-17 11:28:08,2018-04,2018,4,Tuesday,11,1.0,59.9,14.51,74.41,74.41,credit_card,1.0,auto,4.0,6.0,-14.0,True,SP
011375f941b3695c3c3ee58bfe0d3655,f2274f10e72e18fc77be57393daebbb8,RJ,petropolis,2017-09-23 17:59:17,2017-09,2017,9,Saturday,17,1.0,127.48,16.81,144.29,144.29,credit_card,2.0,auto,5.0,13.0,-12.0,True,SP
0113affd907a209209ab08413bb54226,ec7d40c66edb9281d1d9d58d6a974fac,TO,araguaina,2018-07-09 20:46:49,2018-07,2018,7,Monday,20,1.0,122.99,63.11,186.1,186.1,credit_card,4.0,health_beauty,2.0,21.0,-6.0,True,MA
011405ae7b89def8ffb3468eb29c299d,bf3d0b96c5568f51f70c45ac9c5f7278,SP,embu-guacu,2018-05-04 13:39:26,2018-05,2018,5,Friday,13,1.0,29.99,7.87,37.86,37.86,credit_card,1.0,auto,4.0,4.0,-12.0,True,SP
0114835d7f0b3f674b70a989411e31c1,bc63c4173e1894a960b5e018ad16eeae,SP,sao paulo,2017-08-31 16:17:50,2017-08,2017,8,Thursday,16,1.0,102.0,10.13,112.13,112.13,boleto,1.0,health_beauty,5.0,4.0,-9.0,True,SP
011a56023faf5bbb9af634e20a85f7bc,1af28a3c717ee367ac8e4ed5e03d21ad,MG,montes claros,2017-05-10 06:54:05,2017-05,2017,5,Wednesday,6,1.0,120.0,17.28,137.28,137.28,credit_card,6.0,garden_tools,5.0,8.0,-14.0,True,PR
011c899816ea29773525bd3322dbb6aa,6a9501d542243cbdd043c91a66795279,RJ,niteroi,2018-04-30 15:02:34,2018-04,2018,4,Monday,15,1.0,99.9,0.0,99.9,99.9,boleto,1.0,watches_gifts,2.0,15.0,-9.0,True,SP
0123a055aa66357326dd6db066592a7d,de8e3d9562f8279bf243c39051edc9a5,SP,sao jose do rio preto,2018-04-24 14:11:16,2018-04,2018,4,Tuesday,14,2.0,107.8,67.86,175.66,175.66,boleto,1.0,garden_tools,5.0,6.0,-11.0,True,SP
012dc9e42da722d22e32c618a2521bec,1946044620cb72ca4f9c439a67bd92f2,SP,hortolandia,2018-04-04 14:19:18,2018-04,2018,4,Wednesday,14,1.0,49.99,8.88,58.870000000000005,58.87,credit_card,4.0,luggage_accessories,3.0,5.0,-7.0,True,SP
012e93f8170eb75b2f2f650629d04517,6463b8a3ff77bb42c87e658a99f9e1ae,ES,vitoria,2018-02-01 23:27:28,2018-02,2018,2,Thursday,23,1.0,50.0,15.1,65.1,65.1,credit_card,2.0,fashion_bags_accessories,5.0,5.0,-22.0,True,SP
012f2c4ca09b101a73e18957c3294cd6,9df040be9d7656d4c912b62472bfcf05,SP,mogi das cruzes,2017-05-07 22:23:30,2017-05,2017,5,Sunday,22,1.0,1820.0,81.62,1901.62,1901.62,credit_card,10.0,garden_tools,5.0,7.0,-16.0,True,PR
01336d091c57d8be1feca330c5f047bd,036758198b848af7b0e0211d9323a081,MG,belo horizonte,2017-06-19 20:08:40,2017-06,2017,6,Monday,20,1.0,65.0,25.73,90.73,90.73,credit_card,3.0,sports_leisure,4.0,7.0,-21.0,True,SC
0133a47b53fee66218790a8d7dcab993,73407e0f8a211899dab47838a5f723e1,RS,porto alegre,2018-04-20 19:05:03,2018-04,2018,4,Friday,19,1.0,89.99,18.21,108.2,108.2,credit_card,1.0,cool_stuff,3.0,11.0,-20.0,True,SP
013d92e415d1de7bf3b3b706f1b6d292,8e23478d59ab253ef04d4d2056ebeb93,SC,sao francisco do sul,2018-01-25 13:53:06,2018-01,2018,1,Thursday,13,1.0,188.0,16.07,204.07,204.07,credit_card,8.0,cool_stuff,5.0,26.0,-10.0,True,SP
01442602b15d4127a84ca6ac1507ee2d,9f9b454e416375f3c705666a76c37114,ES,vila velha,2018-07-29 14:13:19,2018-07,2018,7,Sunday,14,1.0,504.0,19.72,523.72,523.72,credit_card,10.0,watches_gifts,4.0,8.0,-15.0,True,SP
015975a1ff4fdab8ae6f42eaaffd39fb,2d14556024f4bbe01f147576097c42fe,AL,piacabucu,2018-01-09 20:58:34,2018-01,2018,1,Tuesday,20,1.0,129.0,38.45,167.45,167.45,credit_card,3.0,stationery,5.0,23.0,-18.0,True,SP
015a7c64361928a0782ec0e705174b6d,8b773922de721ae547665eb8713eff08,RS,liberato salzano,2018-06-17 19:54:47,2018-06,2018,6,Sunday,19,1.0,12.99,18.23,31.22,31.22,boleto,1.0,telephony,5.0,11.0,-21.0,True,SP
015f079801c424fda3edc48be99267de,33c1c5ea039f51616c3d36434b8da36b,CE,hidrolandia,2017-04-06 21:55:36,2017-04,2017,4,Thursday,21,1.0,292.9,26.54,319.44,319.44,credit_card,6.0,perfumery,1.0,13.0,-22.0,True,RJ
01614e3e58906ab6c7e2f27e9b349f1a,6c85f456bb81ba219f67b16c1e9f5bcb,SP,santos,2017-10-02 20:49:29,2017-10,2017,10,Monday,20,1.0,52.9,9.09,61.989999999999995,61.99,boleto,1.0,housewares,4.0,3.0,-12.0,True,SP
0167c361757c75999575cfdd8f8695f5,644ab70cbd55721a2c6e7b1d9253edb6,RJ,rio de janeiro,2018-03-15 11:46:10,2018-03,2018,3,Thursday,11,1.0,139.0,23.55,162.55,162.55,boleto,1.0,bed_bath_table,4.0,25.0,-8.0,True,SP
01699d74ff89d35f15093f83d7783c39,fa8e440a537cc22d1138a0f10abea51a,MG,juiz de fora,2018-04-18 16:37:26,2018-04,2018,4,Wednesday,16,1.0,139.0,22.68,161.68,161.68,credit_card,2.0,pet_shop,5.0,16.0,-6.0,True,RS
016dee69b3de35a39bfccee5309307c3,65673eb10bb25611b2a9eda38b0e57ff,MG,passos,2017-01-14 16:35:59,2017-01,2017,1,Saturday,16,1.0,45.0,17.19,62.19,62.19,credit_card,1.0,furniture_decor,5.0,11.0,-33.0,True,PR
016ff85737c2072ab00a705cd8f87799,d7538b573179d0bc4ca666c03cc12d55,DF,brasilia,2018-01-02 11:12:14,2018-01,2018,1,Tuesday,11,1.0,75.0,20.02,95.02,95.02,credit_card,1.0,furniture_decor,5.0,8.0,-20.0,True,SP
0171ca1dc94d8ebde8bbd3b686f44c41,41fb4efcf6fc7f18a4c273be7d1b5d07,SP,sao paulo,2018-04-27 19:50:37,2018-04,2018,4,Friday,19,1.0,64.9,19.42,84.32000000000001,84.32,credit_card,4.0,furniture_decor,4.0,14.0,-10.0,True,PR
01721e0729fcb75ab238248fdbb48eeb,e26281cbbbba524e191f8fdb2e17d467,SC,sao jose,2018-03-19 13:31:24,2018-03,2018,3,Monday,13,1.0,219.0,24.11,243.11,243.11,credit_card,8.0,watches_gifts,3.0,21.0,-3.0,True,SP
01725657be56c432d5aaa2f914ae2c56,69171b423d7a60f907d5e8131ffc6908,RJ,rio de janeiro,2017-10-17 08:52:14,2017-10,2017,10,Tuesday,8,1.0,138.0,25.81,163.81,163.81,credit_card,1.0,housewares,5.0,7.0,-15.0,True,MG
0173e291db71c3e688829f7f03e2d34a,9692198eb90ef81bbe24655e8ccbd394,SC,itapema,2017-07-07 00:29:18,2017-07,2017,7,Friday,0,1.0,31.9,16.79,48.69,48.69,debit_card,1.0,computers_accessories,5.0,8.0,-20.0,True,MG
